Year,Revenue,Expenses,Unemployment,CPI,BarrelOil,NetAssets
2020,70263845.35,47403950.04,8.1532,259.13,35,41296306.74
2022,50378656.47,51304048.41,3.705,297.538,105.34,41453653.13
2017,55532500.66,51863737.76,5.0124,251.448,53.47,23519679.85
2019,61651102.48,64590448,3.9562,264.215,55.97,25176236.78
2021,74287413.15,62165092.11,5.4973,275.875,58.87,63809927.26
2022,68062903.72,68810478.14,4.6829,295.854,84.4,63632124.06
2020,71204655.74,49339569.74,7.6664,274.961,43.55,43374683.19
2020,80468329.93,54428033.56,8.6178,267.772,46.37,45719420.68
2014,40161892.1,41409046.39,6.4548,239.776,104.55,22589366.17
2012,48900020.54,45698306.87,8.2821,232.234,93.9,25250310.2
2017,59565218.55,53612679.72,4.9024,252.615,49.32,26035811.79
2023,70284905.28,65022665.38,3.8698,300.915,80.76,58432593.86
2013,44589564.11,45928276.29,7.0908,231.035,98.87,29174612.13
2016,40062017.25,41377075.23,4.4323,246.538,43.86,19505113.36
2012,47760965.53,44144331.48,7.9438,226.745,107.61,22678100.33
2019,66342344.39,66669626.32,3.0078,265.804,59.3,26402731.8
2016,45087793.33,54356081.1,4.013,247.392,42.4,23197572.6
2019,60668805.94,58561711.09,4.0624,259.686,61.27,23441554.07
2024,82540746.96,73285821.36,3.8535,318.054,77.91,73843008.95
2021,77686407.31,62619081.02,5.9749,280.429,64.58,65596795.81
2015,52656656.72,51280470.07,5.6118,243.405,41.05,27350107.53
2017,59347868.95,57220790.01,4.0379,249.64,54,25268878.12
2014,49956467.68,50927687.46,6.2531,241.994,103.27,25580508.13
2012,55622930.32,48911055.72,7.3288,230.652,102.4,25543503.97
2022,60705631.32,63698920.54,4.2667,292.852,109.18,59028000.12
2016,50725526.74,49365074.16,4.5007,247.366,41.46,22150972.04
2018,59881627.01,59188671.16,3.9499,255.572,76.96,25481461.68
2016,40673949.58,40349386.08,4.6347,242.826,43.73,20344764.74
2022,59908865.11,58528069.71,4.2513,294.311,108.82,53730995.34
2013,45469910.87,47830769.16,7.5693,234.527,111.06,24982007.24
2020,78366384.58,50859300.49,8.8874,267.058,43.68,40681888.03
2021,72885480.65,59024159.37,5.6653,281.713,63.14,63191228.03
2024,80997980.7,67241413.21,4.3198,317.346,101.06,61036900.13
2018,64409113.95,62336245.51,3.9399,257.751,70.98,24975830.95
2011,55682408.08,58427606.16,8.5743,225.751,115.35,18744765.35
2020,76637843.76,53891326.01,7.4284,263.341,44.03,45709822.11
2019,61506242.38,62506261.63,4.2299,266.134,44.56,26305149.63
2019,61469870.25,63828774.38,4.0202,264.605,67.68,26363499.82
2017,49122859.63,45905415.52,4.3451,250.028,55.6,21307190.71
2015,46597509.39,50059243.61,5.2769,239.485,63.35,24185591.11
2015,41288626.77,41363674.27,4.9783,243.018,55.98,22355255.98
2013,43107671.65,36933291.48,7.09,230.878,106.56,24080249.92
2014,39192307.89,42116449.47,5.6603,240.71,113.17,21928634.01
2018,61263824.47,62021796.7,4.2196,249.8,81.85,23067702.01
2021,73157030.87,63286888.26,5.558,273.864,78.74,60169999.37
2014,34596014.71,41429837.77,5.7198,237.879,100.95,19915179.46
2017,65189073.63,59963248.13,4.5186,249.327,57.53,27850524.81
2016,42798347.05,50082608.97,4.7132,249.989,47.08,23631202.48
2023,73680367.48,72383390.16,3.4601,306.023,71.04,63033341.91
2013,41910542.08,39170224.45,6.6522,240.438,118.51,25734056.32
2015,37013264.37,41663127.36,5.4021,237.905,40.13,20304162.19
2019,58605065.96,57638184.22,3.8575,263.919,49.83,25253652.55
2016,50029553.7,51741361.45,5.5064,245.574,46.06,22733893.36
2022,61923364.74,59134131.3,2.5944,292.12,104.14,54465002.11
2016,41519027.4,45319443.34,5.5602,247.644,42.04,19442371.14
2018,59174746.11,60969386.93,3.1495,260.73,61.39,23235332.39
2012,44172204.96,41297356.17,7.9912,232.791,96.64,21458639.83
2023,60729510.65,62458783.12,3.3349,308.933,71.32,48076388.2
2011,59562487.87,59845859.67,9.1143,222.668,117.31,19180012.51
2018,59077973.55,61083574.52,3.971,253.137,68.18,23543395.23
2018,60016291.43,61148939.28,3.8009,258.882,72.78,23187798.96
2017,65148864.16,64913841.56,4.6014,253.436,47.66,28496184.08
2019,71031968.52,63686781.06,3.4682,267.518,68.39,25505768.52
2024,92668014.61,81587524.4,4.0191,321.398,87.41,63534957.89
2011,56353582.83,54927108.45,9.2772,220,113.63,18620235.38
2013,51378750.8,44536320.41,7.7041,232.366,110.12,30003738.96
2019,65730961.63,63236401.27,3.8099,264.364,72.78,23318583.18
2022,57706204.67,62007794.83,3.5495,296.947,99.53,51025003.11
2013,48003717.79,46399407.48,7.3913,235.262,103.23,26280637.1
2012,59215977.35,54284495.87,7.2484,233.117,108.78,27248230.56
2017,58839348.67,51586499.17,4.5134,256.151,49.94,23402071.98
2018,65282326.44,68431298.61,4.1929,253.802,72.45,25121023.55
2018,53502947.85,57526883.64,3.8162,255.295,82.83,19062164.73
2022,71853921.31,73090622.28,3.2656,292.992,103,70024994.36
2015,44261011.75,46580055.57,5.5093,243.192,51.65,24533773.49
2020,69844692.16,46894923.3,8.1618,265.399,51.68,43312022.86
2014,47335630.72,55368261.54,6.1205,240.11,90.47,29976611.83
2019,56783163.41,58068219.53,4.1912,256.497,61.04,20572244.06
2022,60026363.44,55723449.96,3.907,294.44,104.07,51157930.07
2014,43644540.08,45048235.83,6.4333,236.716,94.73,22543439.31
2016,35198320.58,35879418.81,4.7125,251.343,46.74,18077608.61
2015,44325839.97,46792596.01,5.4502,241.023,54.61,25039898.8
2019,56434287.94,55681949.71,3.9541,260.609,67.24,22688383.59
2017,59554539.65,56424860.16,4.5473,249.762,58.45,24575505.9
2024,92034570.72,77160735.74,3.4881,319.132,75.16,73533888.34
2019,46085732.18,47539024.81,4.214,263.998,59.92,16914979.97
2012,50613357.97,46137984.7,7.8801,224.421,103.2,24036606.47
2024,94335397.72,84880744.26,4.505,318.944,69.5,76967907.36
2015,54947919.11,50926831.57,5.411,239.643,49.8,24083900.05
2024,98068965.81,81540029.84,3.531,319.516,84.21,73297444.35
2022,67107068.12,68639313.86,3.5573,289.394,84.61,56864119.7
2017,59670658.1,54606615.09,4.512,246.587,53.01,25679914.92
2019,63687253,58272248.88,3.216,258.688,74.93,24693369.88
2018,53127849.2,54415363.16,4.2078,258.684,76.1,21552464.06
2021,70995912.6,58902169.5,5.3799,277.731,73.98,58659719.13
2022,51035334.44,51904105.03,4.103,294.494,84.96,46060636.45
2020,68712882.64,47186340.13,8.1376,270.064,35,42019056.1
2021,58486130.6,48227665.71,5.8185,277.998,66.4,50329176.07
2018,61442403.78,61093073.61,4.09,256.355,74.23,22177112.17
2022,61204798.99,67927400.84,4.3546,293.052,91.79,57819615.52
2012,46129682.05,40031842.64,8.4153,234.945,123.44,21428536.61
2011,48587125.47,48955031.85,8.8396,228.052,115.75,15511165.64
2018,58035055.45,60281952.28,3.7023,256.075,67.07,24905511.59
2017,57204560.13,54013886.42,4.1479,254.24,50.88,27688775.29
2013,36675045.45,35762969.35,7.4703,239.511,95.91,22407802.33
2019,60064726.61,63548593.41,3.694,262.927,61.12,25220072.1
2011,46884405,45804960.95,9.4492,222.132,123.27,14969724.26
2021,73323320.21,62188825.79,5.3634,278.109,67.83,54958010.79
2017,61966639.74,58935348.33,3.9263,246.765,56.99,23651413.01
2016,44207538.76,47357018.99,4.9106,247.822,43.01,21956800.75
2023,77413176.67,79560457.64,3.9772,308.825,81.44,62435895.4
2017,56769752.44,50475873.72,4.6426,253.37,53.17,25881361.19
2018,59764419.66,63274674.3,4.0923,258.273,70.92,25186476.71
2017,58842191.97,51275821.09,4.3253,257.449,46.47,23495826.53
2013,43875106.04,42869801.57,7.002,232.421,101.58,28625455.89
2015,40203690.47,46165317.85,4.8983,243.405,48.04,22548803.19
2012,45141347.53,39595671.71,8.0106,235.06,100.83,21451588.58
2024,101643554.8,87529079.18,3.8772,315.093,97.58,78952657.34
2022,70098404.16,68149168.89,3.4771,296.377,103.85,59834898.58
2024,102893577.3,84322783.99,4.173,318.361,73.63,79063390.74
2012,52073264.87,46750556.61,8.1628,232.084,105.73,26725445.95
2021,69296656.11,57627059.17,5.1145,273.155,64.06,58946836.73
2020,79211987.88,52240783.23,8.1896,269.262,37.41,52261539.03
2013,47291136.1,42035845.86,7.4323,239.309,102.8,28043231.47
2019,61736813.18,60991026,3.7395,260.611,71.24,26330834.07
2018,65844669.83,69620504.59,4.4614,254.016,68.48,25735096.16
2022,61408562.7,59413390.7,3.6812,298.465,111.44,52433428.3
2022,59268929.22,63180095.37,3.6213,296.711,108.72,56713668.88
2015,50893870.56,50385672.65,5.6738,241.506,59.41,24265266.05
2023,69560107.69,62659864.26,2.9896,306.365,103.05,52624151.33
2019,57304200.39,58835447.47,3.7913,264.047,53.37,24399957.99
2024,88269915.74,71763309.86,3.0951,322.735,71.45,72187015.07
2011,52896455.24,58121162.53,9.4332,223.941,101.03,17611905.52
2021,66803370.96,54062792.96,5.6141,276.964,76.13,56633417.42
2024,85976686.98,73961034.65,4.2148,322.03,93.34,64344739.01
2021,60090484.76,50462376.66,5.7293,274.705,75.86,52309364.66
2018,64017689.46,66871030.76,4.4944,261.844,83.57,28880934.45
2013,42203078.67,36202340.98,6.7265,228.976,122.86,19880434.79
2021,76422036.15,61461785.22,4.9506,280.348,73.57,57613727.25
2016,41089453.49,43565457.86,5.1782,248.823,39.56,19296805.77
2013,51020880.66,50995709.02,7.226,229.649,100.69,31209101.07
2014,45920231.53,52895206.26,5.6869,238.069,106.71,27279908.05
2020,74444050.51,52609630.81,7.7062,263.098,40.97,38757787.21
2024,89822414.45,79539771.4,3.7113,315.255,95.31,69678723.02
2017,58166580.19,54232044.08,5.1123,249.989,59.49,21912800.09
2021,52480468.04,43050256.51,5.1096,279.057,77.04,41931523.1
2023,69552761.42,66811285.36,3.5297,308.54,89.99,50101371.53
2017,60375983.74,55129638.64,4.4507,251.203,55.05,23993727.44
2013,40198501.42,43129169.13,6.9907,228.453,125,29485432.27
2022,57069710.77,64610784.21,3.3887,294.444,71.01,58306223.28
2024,89986715.13,77320931.89,3.8434,315.738,84.86,71803303.58
2021,70687361.77,61306153.22,5.4941,279.121,60.14,59940986.8
2017,45827648.88,42424826.22,3.9274,251.27,56.84,21339438.94
2020,75888016.83,49946902.78,8.6324,268.112,47.54,38950555.17
2022,56774019.05,58706011.25,3.8187,300.765,81.15,51666852.57
2016,42716253.58,43005864.7,5.2416,246.359,38.23,20094582.27
2021,67561432.36,58477857.85,5.2115,277.702,61.42,64364986.27
2021,58393633.13,53392331.52,5.1851,275.323,60.29,58088523.36
2011,49510952.1,46278379.6,9.2064,226.886,108.77,14943425.04
2017,60174945.79,56541354.27,4.1699,252.857,58.51,27159686.21
2012,50480473.52,41821240.8,7.6718,232.013,104.25,23763524.1
2013,44320066.41,43486155.72,7.1364,231.449,86.31,24684639.74
2011,50604856.01,55612506.77,8.6666,223.211,119.27,18260396.4
2018,65949644.58,68828670.56,4.4537,254.924,70.38,24445879.58
2013,50081594.45,45117140.79,7.08,233.509,109.28,25614957.05
2020,91568581.13,58955075.74,7.9515,266.073,47.03,56576786.27
2014,40488332.46,43981109.05,6.3595,238.785,104.96,23598141.26
2012,52773616.96,46690538,8.1007,232.951,110.6,22694735.32
2013,44750732.26,43588925.93,7.4659,234.789,108.82,28343916.11
2014,39964941.1,47537448.93,5.7526,239.542,92.86,24335599.61
2019,61020689.26,63880030.63,3.3587,261.848,53.68,23318926.53
2022,65107927.66,66154050.49,3.8846,298.604,104.43,56827863.58
2024,86834214.13,70600851.76,3.7012,312.393,96.54,59413079.38
2016,50110443.56,51187532.39,5.0386,248.944,47.26,23532800.57
2020,89835989.48,61113922.47,8.0667,265.836,44.17,47287202.86
2011,50386105.1,51268196.45,9.6022,220.588,125,16610450.3
2023,72947243.71,67255894.1,3.3248,313.255,93.73,55270109.47
2016,41157332.84,40291809.54,4.8266,249.222,46.05,18700585.68
2018,60617773.04,58067753.02,3.0853,254.42,65.28,20556292.86
2014,47361353.02,48254833.55,6.4034,239.027,110.87,24157233.42
2023,75105373.04,69819935.69,4.0326,308.251,84.55,59387686.29
2023,74108991.34,72490284.21,3.693,305.873,52.19,54962236.15
2024,94673092.68,79410345.64,4.0407,320.037,80.56,71475139.56
2019,61980720.38,58335997.48,3.62,263.282,66.84,22056769.99
2019,59166149.8,58285421.95,4.2512,260.369,51.35,23916157.53
2011,53748461.25,52800742.89,9.1511,220,113.48,16462320.9
2016,39405354.53,39902546.98,5.073,245.171,43.68,17852704.86
2023,75723139.28,70510034.46,3.5812,304.824,95.97,55613045.5
2022,65555833.19,66415998.46,3.1717,293.067,110.66,55947355.68
2014,41856882.26,47948980.54,5.8849,236.974,113.97,22611178.24
2018,63830322.88,63208991.81,3.5385,251.48,67.36,23720323.94
2024,106148525.2,92240335.89,3.4838,318.191,66.36,79228707.67
2016,39244869.15,41855987.76,5.6012,252.624,51.21,19416382.61
2022,56959206.99,52635057.82,3.1112,292.168,102.27,46787540.22
2020,76545140.9,52246093.84,7.7423,259.972,37.91,46414873.37
2014,44529885.88,51232198.13,6.5371,237.133,100.16,26027833.82
2019,64858733.79,63468679.07,3.4578,267.234,51.92,24249793.33
2014,46251204.63,45777812.4,6.4282,243.966,95.61,24735057.53
2015,41500325.3,43960314.62,5.0979,234.671,51.68,21115165.03
2015,41870209.31,44863053.77,5.8579,243.686,51.56,24370486.77
2020,77199020.47,52034090.04,7.6537,270.595,37.73,46309097.98
2019,67233606.67,62982746.85,3.8134,265.27,60.59,22780102.71
2023,79991408.89,70921966.65,4.3364,309.179,107.55,63278495.2
2021,65728462.08,53926597.91,5.3184,273.086,72.6,52437130.64
2024,96998041.34,84722452.58,4.2253,320.905,76.17,78667821.29
2021,65237418.81,52529135.75,5.8893,276.254,75.9,56681447.83
2014,42708507.34,48506310.91,6.7079,240.49,114.56,24965133.11
2015,48494826.6,48461595.29,5.1047,240.817,49.39,23135524.51
2017,55514696.51,49716840.53,4.4683,254.481,53.06,23426049.17
2016,42254027.1,47082391.55,5.1602,250.452,53.44,20980796.96
2020,86263805.79,59959603.04,8.2018,265.585,47.89,49660924.29
2011,44766532.61,46977104.96,9.214,222.037,121.37,16276567.25
2020,84069911.58,58748490.68,8.3036,264.192,42.26,49980805.5
2016,40911846.15,43191164.18,4.3695,245.426,45.75,20468892.57
2016,34975838.44,37584863.85,5.2161,247.881,45.57,18722834.87
2011,57331716.7,64276770.84,9.5614,231.03,125,21155685.27
2020,63976624.29,45255109.99,8.8629,269.404,45.9,40954696.64
2019,57891881.82,58121609.2,3.9163,261.817,75.55,22254511.93
2015,44786083.79,45200048.77,5.266,239.69,45.25,24018688.78
2011,59468891.65,57629736.26,8.5942,230.803,93.55,18563650.87
2013,47296216,45625249.23,7.5358,233.067,112.61,29533589.77
2020,68213945.65,46966543.07,8.4258,269.851,50.18,41202331.91
2013,59539512.88,51684912.41,7.391,236.906,105.51,32336919.15
2017,49173537.53,43015259.95,3.639,249.874,60.47,18652239.18
2024,83303478,67618895.48,4.1916,319.349,78.53,60736526.35
2020,76084551.24,49476050.78,7.7974,277.026,41.56,42276032.1
2021,82927753.59,69753922.67,5.1662,276.649,73.41,71508766.06
2020,81272465.04,57291318.22,8.2176,268.355,35,46700285.46
2020,88800696.05,54875487.15,7.651,271.872,47.21,55959752.18
2017,51796736.13,48449972.5,4.8554,253.339,45.32,23599561.09
2021,73916805.89,59727455.02,4.7092,277.36,69.4,59713198.33
2019,61229753.91,67211405.45,3.5578,258.772,77.76,25834482.28
2012,47402089.86,41674809.22,7.5502,229.515,105.52,19764202.68
2017,62720803.22,61158173.91,4.3204,249.584,52.58,24574530.2
2023,65496158.58,60770520.46,3.4311,310.629,90.06,57800511.15
2013,50290331.38,46501829.21,8.2333,234.955,104.64,29873842.37
2013,46764198.92,49286516.79,7.1809,231.216,97.58,30398917.97
2023,76853602.45,70973527.81,3.0358,307.102,80.62,69554532.4
2017,53543633.52,53355486.98,4.9537,246.548,48.61,24386389.59
2014,40231857.49,45153191.28,6.3984,243.629,100.02,23307261.8
2023,75344926.37,69818463.27,4.3167,308.763,74.21,60474194.42
2019,61075524.18,59511853.82,3.2299,266.828,72.86,22660110.97
2021,65455778.04,55802820.69,5.3788,278.586,68.96,55773530.08
2015,42763270.21,44477356.45,4.517,237.736,52.33,22796440.34
2015,40126546.17,39683022.7,4.7516,245.082,64.65,18407541.57
2021,60996228.81,52348114.69,4.6062,277.765,56.5,58470936.77
2023,68762131.61,68250503.24,3.4743,311.298,94.73,56691973.52
2018,56519779.78,60444532.96,4.3003,258.864,75.88,20998254.96
2012,44414904.71,40808213.66,8.5959,234.82,105.55,23304444.6
2023,68298829.2,67099961.68,3.9306,308.968,88.46,56660329.99
2022,63494325.97,67593121.82,4.038,285.387,95.54,59634322.6
2011,56460400.99,60012429.44,8.9244,227.769,104.03,19017647.4
2017,60364081.38,53283923.38,3.9429,246.536,60.03,25734797.77
2015,44400101.75,45506044.58,5.5521,238.499,54.98,23377686.86
2019,61596069.91,63751072.56,3.6702,261.501,58.42,23367324.01
2012,43310595.53,39271173.17,8.1466,230.697,89.67,19840460.81
2017,46915116.74,48516617.97,4.4203,251.393,63.2,19777328.84
2024,98627275.7,82102818.42,4.3937,319.311,79.32,77116384.77
2016,43552460.1,43789235.5,5.9384,249.093,52.07,21269754.69
2022,61311189.58,62988143.19,4.1107,289.994,90.09,55318160.04
2015,46302394.79,47560593.18,5.0464,243.889,53.73,22239519.9
2024,96562887.48,79948586.14,4.637,323.163,83.51,77244761.69
2023,62061843.33,56940344.58,3.4495,306.492,78.82,56325853.49
2019,61562844.24,63895482.31,3.9719,261.607,49.65,25957715.82
2023,69737657.93,66441140.32,3.568,301.724,73.26,52562881.34
2024,104727903.5,85861709.57,4.41,313.75,82.1,82820645.36
2021,70438370.95,59729630.23,5.3659,270.362,60.14,64264124.46
2017,58582034.79,53285075.63,4.4253,256.683,62.81,22155588.49
2021,76173844.9,61642865.28,5.2262,275.942,75.74,61649474.36
2017,60289036.24,60313719.64,4.1269,249.128,54.41,24909585.29
2015,50346326.21,49454485.11,5.1986,243.684,51.36,25288535.76
2023,79168064.78,78096628.57,3.8828,308.218,67.9,62266037.96
2012,44122547.75,41674819.01,8.0006,228.572,91.22,22432432.82
2011,49458270.28,52951110.39,8.6599,225.318,95.23,17162758.11
2015,48096287.73,45536450.15,5.4083,240.331,57.53,26830677
2013,48504642.05,45999182.58,7.1479,238.174,125,27046804.3
2020,86102408.88,55293672.98,8.1589,265.916,46.82,51101248.36
2011,52407114.86,51809391.76,8.8565,223.66,113.13,18879618.92
2014,47997962.52,48494699.66,6.1256,236.027,96.57,22312134.61
2019,62353982.61,62202804.96,3.7467,264.487,64.75,25512892.51
2023,62710154.55,60181817.86,2.8525,306.711,70.86,49317012.03
2021,60413396.77,52833373.18,5.5858,280.557,80.73,52790647.35
2013,47195514.16,46434881.41,7.2032,237.733,104.31,30510755.09
2016,35758391.14,38457231.11,3.8421,248.161,41.48,17397585.15
2012,46178126.29,42809277.81,7.9468,230.527,85.78,23904828.83
2023,78386967.21,72037793.68,3.7415,308.061,95.96,60315324.86
2012,52759700.44,45278072.78,7.8962,229.453,106.33,24530884.15
2018,58362157.41,57658762.36,4.0584,262.956,64.92,19573256.74
2024,96013162.77,82997626.71,3.6336,322.42,78.84,68890834.45
2023,77316258.82,69853429.51,3.1081,311.095,106.16,60564286.84
2019,52467378.29,52232576.93,4.0252,266.795,61.78,20438240.53
2024,95913873.75,85398431.23,3.5397,319.974,68.33,72414905.22
2011,44447136.94,42381135.39,9.0194,228.025,125,15002935.67
2016,41477031.85,47345777.17,5.4166,244.913,35.61,19694748.52
2019,60553551.13,56584429.76,3.9964,262.937,74.8,21587937.95
2013,46818886.22,44877751.44,7.4406,231.317,107.9,28712197.37
2014,42387310.11,42573309.18,6.3138,241.94,102.26,20685398.82
2012,53344687.32,48284424.61,8.1319,230.159,101.95,26811478.86
2012,50528000.4,43233906.4,8.6401,227.97,98.38,23998801.78
2011,52905650.83,50205227.7,8.9469,227.898,125,15299187.24
2011,55451223.77,57958520.69,8.7619,223.319,116.18,21074979.9
2017,54398146.7,48274387.1,4.4464,251.695,49.7,21056927
2019,58824758.83,60612994.3,4.6636,266.683,70.57,22433595.49
2017,58509429.79,53113431.48,3.4433,252.979,58.7,25783531.47
2015,41597861.46,45745676.73,5.2308,238.658,51.9,23858998.02
2011,52907488.45,53328888.74,9.014,226.688,107.81,19415412.18
2012,50411768.11,44341573.41,7.8836,229.275,115.88,26623493.25
2020,68846507.84,44671846.57,8.1401,271.066,44.26,39696794.42
